customer,supplier,supplier_address,report_publication_year,supplier_address_is_internal_manufacturing_site,from_date,to_date
Apple Inc.,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 1 Longfei Street Economy Technology Development Zone, Taiyuan, Shanxi, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","General Bonded Zone, East Zhenxing Road, Zhengzhou Airport, Zhengzhou, Henan, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 7 workshop, Export Processing District, No. 9 Avenue, Economy Technology Development Zone, Zhengzhou, Henan, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 9 Jianye East Road, Torch Hi-Tech Development Zone, Zhongshan, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 6, Section 2, Huandong Road, Xinshi District, Tainan, Taiwan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"IBIDEN Co., Ltd.","No. 1049, Jalan Perindustrian Bukit Minyak 8, Kawsan Perindustrian Bukit Minyak, Penang, Malaysia",2017,True,2016-01-01,2016-12-31
Apple Inc.,INB Electronics Limited,"Building 2, 1st Area, Industrial Area of Huaide Cuihai, Fengtang Road, Fuyong Street, Shenzhen, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Infineon Technologies AG,"Siemensstrabe 2, Villach, Oesterreich, Austria",2017,True,2016-01-01,2016-12-31
Apple Inc.,Infineon Technologies AG,"Konigsbruckerstr. 180, Dresden, Saxony, Germany",2017,True,2016-01-01,2016-12-31
Apple Inc.,Infineon Technologies AG,"Wernerwerkstr. 2, Regensburg, Bavaria, Germany",2017,True,2016-01-01,2016-12-31
Apple Inc.,Infineon Technologies AG,"Free Trade Zone, Jalan Batu Berendam, Batu Berendam, Malacca, Malaysia",2017,True,2016-01-01,2016-12-31
Apple Inc.,Infineon Technologies AG,"Lot 10 & 11, Kulim Hi-Tech Park, Kedah Darul Aman, Jalan Hi-Tech 7, Industrial Zone Phase II, Kulim, Kedah, Malaysia",2017,True,2016-01-01,2016-12-31
Apple Inc.,Infineon Technologies AG,"Prol. Los Cabos 9234, Parque Industrial Pacifico, Tijuana, Baja California, Mexico",2017,True,2016-01-01,2016-12-31
Apple Inc.,Infineon Technologies AG,"Cardiff Road, Newport, South Wales, United Kingdom",2017,True,2016-01-01,2016-12-31
Apple Inc.,Intel Corp.,"No. 8-1 Kexin Road, High-Tech Zone (West Park), Chengdu, Sichuan, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Intel Corp.,"109 Huaihe East Road, Dalian, Liaoning, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Intel Corp.,"Collinstown Industrial Park, Leixlip, Ireland",2017,True,2016-01-01,2016-12-31
Apple Inc.,Intel Corp.,"New Industrial Area 2 Tzoran Street, Kiryat Gat, Israel",2017,True,2016-01-01,2016-12-31
Apple Inc.,Intel Corp.,"Bayan Lepas Industrial Park IV, Penang, Malaysia",2017,True,2016-01-01,2016-12-31
Apple Inc.,Intel Corp.,"4500 South Dobson Road, Chandler, Arizona, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,Intel Corp.,"2501 NW 229th Avenue, Hillsboro, Oregon, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,Intel Corp.,"Rio Rancho Blvd SE, Rio Rancho, New Mexico, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,Intel Corp.,"Lot I2, Saigon Hi-Tech Park, District 9, Ho Chi Minh, Binh Duong, Vietnam",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Interflex Co., Ltd.","600 Sunggok-dong, Danwon-gu, Ansan, Gyeonggi-Do, South Korea",2017,True,2016-01-01,2016-12-31
Apple Inc.,Intersil Corp.,"1272 Fordgewood Avenue, Sunnyvale, California, United States ",2017,False,2016-01-01,2016-12-31
Apple Inc.,Intramedia Inc.,"No. 11 Haiyi Road, Ching Tou Village, Chang’an Town, Dongguan, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Intramedia Inc.,"No. 189, Tangzhuang Road, Suzhou Industrial Park, Suzhou, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,InvenSense Inc.,"1 F, 9 Prosperity 1st Road, Hsinchu, Taiwan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Inventec Corp.,"No. 789, Puxing Road, Minhang District, Shanghai, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Jabil Circuit Inc.,"No. 1, Section 3, Chuangxin Road, Chongzhou Economic Development District, Chengdu, Sichuan, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Jabil Circuit Inc.,"128 Juncheng Road, Guangzhou Economic and Technology Development Zone, Guangzhou, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Jabil Circuit Inc.,"No. 1199, Hulin Road, Huangpu District, Guangzhou, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Jabil Circuit Inc.,"Ganpi Village, Zhenlong Town, Huiyang District, Huizhou, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Jabil Circuit Inc.,"No. 2073, Jincheng Road, Shajing Street, Bao’an District, Shenzhen, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Jabil Circuit Inc.,"No. 7 Yang Qing Road, Lou Feng Demonstrative S.I.P, Suzhou, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Jabil Circuit Inc.,"No. 21, Sai Da Shi Ji Road, Xiqing Economic Development Zone, Tianjin, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Jabil Circuit Inc.,"Lot J9, J10 Export Processing Zone, Wuxi, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Jabil Circuit Inc.,"No. 84-2. Block B, National Hi-Tech Industrial Development Zone, Wuxi, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Jabil Circuit Inc.,"No. 266, Section 1, Shen-Lin Road, Taichung, Taiwan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Japan Aviation Electronics Industry Ltd.,"5-1, Oaza Seinofukuro 5-chome, Hirosaki, Aomori, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Japan Aviation Electronics Industry Ltd.,"4102-6, Aza Takadaishinden, Oaza Izumida, Shinjo, Yamagata, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Japan Display Inc.,"Xinyang road Dengwu Village, Qiaotou Town, Dongguan, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Japan Display Inc.,"No. 1, Central Avenue, Area B, Kunshan Free Trade Zone, Kunshan, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Japan Display Inc.,"26-2, Yamadasenden, Kawakita, Nomi-gun, Ishikawa, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Japan Display Inc.,"3300 Hayano, Mobara, Chiba, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Japan Display Inc.,"1-47, Iwauchi-machi, Nomi, Ishikawa, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Jeou Uei Co., Ltd.","No. 5-1 Gu Gang Road, Cheng Qu Industrial Park, Economic Development Zone, Taicang, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Kantatsu Co., Ltd.","No. 8, Xinlong Road Xinpu Economic Development Zone, Lianyungang, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Kemet Corp.,"No. 99, Yangpu Road, Suzhou, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Kemet Corp.,"Lot 336, Batamindo Industry Park, Jl. Gaharu, Muka Kuning, Nongsa, Kota Batam, Kepulauan Riau, Indonesia",2017,True,2016-01-01,2016-12-31
Apple Inc.,Kemet Corp.,"Av. Carlos Salazar y Bulevar Manuel Cavazos Lerma No. 15, H. Matamoros, Tamaulipas, Mexico",2017,True,2016-01-01,2016-12-31
Apple Inc.,Kemet Corp.,"Av. las Americas 780 Ote., Colonia, Victoria, Tamaulipas, Mexico",2017,True,2016-01-01,2016-12-31
Apple Inc.,Kersen Science and Technology,"No. 389 Kunjia Road, Kunshan, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Knowles Corp.,"379 Middle Suhong Road, Suzhou Industrial Park, Suzhou, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Knowles Corp.,"Plot 104, Lebuhraya Kampung Jawa, Bayan Lepas Industrial Estate, Penang, Malaysia",2017,True,2016-01-01,2016-12-31
Apple Inc.,Kyocera Group,"8 Jing Ci Road, New City District, Shilong Town, Dongguan, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Kyocera Group,"1 Mikata, Ayabe, Kyoto, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Kyocera Group,"5850 Higashine-koh ohaza, Higashine-shi, Yamagata, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Kyocera Group,"1166-1 Hebimizo-cho, Higashiomi, Shiga, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Kyocera Group,"1-1 Kokubuyamashita-cho, Kirishima-shi, Kagoshima, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Kyocera Group,"3-1-11 Osachi Kohagi, Okaya, Nagano, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Kyocera Group,"1810 Taki-cho, Satsumasendai, Kagoshima, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Kyocera Group,"560 Nyuzen, Nyuzen-machi, Shimoniikawa-gun, Toyama, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Laird Technologies, Inc.","28 Huanghe South Road, Kunshan Economic and Tech Development Zone, Kunshan, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Laird Technologies, Inc.","No. 398 Yuandian Road, Xin Zhuang Industrial Zone, Shanghai, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Laird Technologies, Inc.","No. 8 Pengfeng Road, Songjiang, Shanghai, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Laird Technologies, Inc.","Building 1, Dejin Industrial Park, Fuyuanyi Road, Heping Community, Fuyong Town, Bao An District, Shenzhen, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Largan Precision Co., Ltd.","No. 18, Tutong First Industrial District, Tutong, Changping, Dongguan, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Largan Precision Co., Ltd.","No. 11, Jingke Road, Nantun District, Taichung, Taiwan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Lateral Solutions Pte. Ltd.,"Building 3, No. 158, Fengjiang Road, Suzhou, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Lateral Solutions Pte. Ltd.,"No. 6, Century Middle Road, New Century Economic Area, Wuqing, Tianjin, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Lateral Solutions Pte. Ltd.,"No. 2 & 4, Jalan Gemilang 3, Kawasan Perindustrian Desa Cemerlang, Ulu Tiram, Johor, Malaysia",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Lens One Technology Co., Ltd.","Huangxing Road, Langli Town, Changsha, Hunan, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Lens One Technology Co., Ltd.","Lens Technology Zone, Liuyang Biomedical Industrial Estate, Changsha, Hunan, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,LG Chem Ltd.,"No. 17 Hengyi Road,Nanjing Economic & Technology Development Zone, Nanjing, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,LG Chem Ltd.,"8 B Ochang Scientific Local Industrial Complex 1114-Namchon-ri Oksan- Myeon, Cheungwon-Gun, Chungcheongbuk-Do, South Korea",2017,True,2016-01-01,2016-12-31
Apple Inc.,"LG Display Co., Ltd.","No. 59, Kaitai Road, Science City of Guangzhou, High-Tech Industrial Development Zone, Guangzhou, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"LG Display Co., Ltd.","No. 1, LG Road, LG Industrial Park, Nanjing Economic and Technology Development Zone, Nanjing, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"LG Display Co., Ltd.","No. 2 Beijing Middle Road, Development Zone, Yantai, Shandong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"LG Display Co., Ltd.","42-3, Jinpyung-dong, Gumi, Gyeongsangbuk-do, South Korea",2017,True,2016-01-01,2016-12-31
Apple Inc.,"LG Display Co., Ltd.","1007, Deoguen-ri, Wollong-myeon, Paju, Gyeonggi-Do, South Korea",2017,True,2016-01-01,2016-12-31
Apple Inc.,"LG Innotek Co., Ltd.","154-6 San Ho-daero, Gumi, Gyeongsangbuk-do, South Korea",2017,True,2016-01-01,2016-12-31
Apple Inc.,"LG Innotek Co., Ltd.","50-9, Suchul-daero 7-gil, Gumi, Gyeongsangbuk-do, South Korea",2017,True,2016-01-01,2016-12-31
Apple Inc.,"LG Innotek Co., Ltd.","66 Suchul Saero 9 Gil, Gumi, Gyeongsangbuk-do, South Korea",2017,True,2016-01-01,2016-12-31
Apple Inc.,"LG Innotek Co., Ltd.","Lot I-4, Trang Due Industrial Park, An Duong district, Hai Phong City, Haiphong, Vietnam",2017,True,2016-01-01,2016-12-31
Apple Inc.,Linear Technology Corp.,"Plot 21(B), Phase 4, Bayan Lepas Free Industrial Zone, Bayan Lepas, Penang, Malaysia",2017,True,2016-01-01,2016-12-31
Apple Inc.,Linear Technology Corp.,"4200 N.W. Pacific Rim Blvd., Camas, Washington, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,Linear Technology Corp.,"1630 Mc Carthy Blvd, Milpitas, California, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,Lite-On Technology Corp.,"Av. Torquato Tapajos 7891, Tarumã, Manaus, Brazil",2017,True,2016-01-01,2016-12-31
Apple Inc.,Lite-On Technology Corp.,"No. 88, Yanghu Road, Wujin Hi-Tech Industrial Development Zone, Changzhou, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Lite-On Technology Corp.,"No. 1 Zhen An Road, Shangjiao Section, Chang An Town, Dongguan, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Lite-On Technology Corp.,"59 Hong Jing Road, Eastern Section, GETDD, Guangzhou, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Lite-On Technology Corp.,"No. 8 Guangbao Road, Science City, Luogang Area, Guangzhou, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Lite-On Technology Corp.,"1-3/F, Block 9 & 1 F, Block 8, Brightman Industrial Zone, Busha Road, Shenzhen, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Lite-On Technology Corp.,"No. 11 Fuyuan Road, Wuqing Development Area, Tianjin, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Lite-On Technology Corp.,"Land Lot J7 J8 WEPZ, New District, Wuxi, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Lite-On Technology Corp.,"No. 45, Zhu Jiang Road, New District, Wuxi, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Longwell Precision Co., Ltd.","No. 19, 2nd Industrial Avenue, Tang Xia Chong Village, Song Gang Town, Paoan Ward, Shenzhen, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Luen Fung Group,"No. 48, Keji Road, Yuquan Industrial District South, Fenggang Town, Dongguan, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Luen Fung Group,"No. 50, Keji Road, Yuquan Industrial District South, Fenggang Town, Dongguan, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Lung Te Hsin Plastic Co., Ltd.","Liheng Industrial Zone, Qingxi Town, Dongguan, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,LUXSHARE-ICT,"No. 8 Yongyang Road, National economic & Technological Development Zone, Chuzhou, Anhui, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,LUXSHARE-ICT,"No. 1, Lvyin Road, Industrial Park, Ji’an, Jiangxi, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,LUXSHARE-ICT,"No. 158 Jinchang Road, Jinxi Town, Kunshan, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,LUXSHARE-ICT,"No. 399, Baisheng Road, Jinxi Town, Kunshan, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Marian Inc.,"Floor 2, Building 3, Chaohuilou Technology Industrial Park, 180 Huating Road, Da Lang, Longhua, Shenzhen, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Marian Inc.,"Unit 1 B, Suchun Industrial Square, 428 Xinglong Street, Suzhou Industrial Park, Suzhou, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Maxim Integrated Products Inc.,"First Philippines Industrial Park, Santo Tomas, Batangas, Philippines",2017,True,2016-01-01,2016-12-31
Apple Inc.,Maxim Integrated Products Inc.,"Gateway Business Park, Special Export Processing Zone, Baranggay Javalera, Gen Trias, Cavite, Philippines",2017,True,2016-01-01,2016-12-31
Apple Inc.,Maxim Integrated Products Inc.,"700/114 Amata Nakorn Industrial Estate Moo 5, Tambon Klong Tamru, Muang District, Chonburi, Bangkok, Thailand",2017,True,2016-01-01,2016-12-31
Apple Inc.,Maxim Integrated Products Inc.,"14320 SW Jenkins Road, Beaverton, Oregon, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,Maxim Integrated Products Inc.,"4401 South Beltwood Parkway, Dallas, Texas, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,Maxim Integrated Products Inc.,"9651 Westover Hills Blvd, San Antonio, Texas, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,Maxim Integrated Products Inc.,"160 Rio Robles, San Jose, California, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,Maxim Integrated Products Inc.,"120 San Gabriel Drive, Sunnyvale, California, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Merry Electronics Co., Ltd.","No. 800 Kang Yuan Road, Xiang Cheng Economic Development Zone, Suzhou, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Microchip Technology Inc.,"10 Sam Chuk Street, San Po Kong, Kowloon, Hongkong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Microchip Technology Inc.,"La Chantrerie - BP 70602; 44306 Mamtes Cedex 3, Nantes, France",2017,True,2016-01-01,2016-12-31
Apple Inc.,Microchip Technology Inc.,"73 Loronggang Ulu Kelang Free Trade Zone, Kuala Lumpur, Malaysia",2017,True,2016-01-01,2016-12-31
Apple Inc.,Microchip Technology Inc.,"Vestre Rosten 79, Tiller, Norway",2017,True,2016-01-01,2016-12-31
Apple Inc.,Microchip Technology Inc.,"ACP Bldg., 102 Accuracy Drive, Corner Excellence Ave, Carmelray Industrial Park, 1, Canlubang, Calamba, Laguna, Philippines",2017,True,2016-01-01,2016-12-31
Apple Inc.,Microchip Technology Inc.,"No. 5 Nan-Ko Road 7, Science-Based Industrial Park, Tainan, Taiwan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Microchip Technology Inc.,"14 Moo 1, T. Wangtakien, A., Muangchachemgsao, Chacherngsao, Thailand",2017,True,2016-01-01,2016-12-31
Apple Inc.,Microchip Technology Inc.,"Unit 6, Mitchell Point, Ensign Way, Hamble-le-Rice, Hampshire, United Kingdom",2017,True,2016-01-01,2016-12-31
Apple Inc.,Microchip Technology Inc.,"1150 East Cheyenne Mountian Blvd, Colorado Springs, Colorado, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,Microchip Technology Inc.,"21015 SE Stark Street, Gresham, Oregon, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,Microchip Technology Inc.,"80 Arkay Drive, Hauppauge, New York, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,Microchip Technology Inc.,"1849 Fortune Dr, San Jose, California, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,Microchip Technology Inc.,"2107 N. First Street, San Jose, California, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,Microchip Technology Inc.,"2325 Orchard Parkway, San Jose, California, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,Microchip Technology Inc.,"71 Vista Montana, San Jose, California, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,Microchip Technology Inc.,"1220 South 52nd Street, Tempe, Arizona, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,Micron Technology Inc.,"Zone B of Shanxi Xi’an Export Processing Zone, Xin Xi Ave, Xi’an, Shanxi, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Micron Technology Inc.,"89-2, Yamada, Yuwaishida, Akita, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Micron Technology Inc.,"7-10, Yoshikawa Kogyo Danchi, Higashi, Hiroshima, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Micron Technology Inc.,"No. 8 Ang Mo Kio, Avenue 12, Singapore",2017,True,2016-01-01,2016-12-31
Apple Inc.,Micron Technology Inc.,"No. 429-1 Sanfong Road, Houli District Central Taiwan Science Park, Taichung, Taiwan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Micron Technology Inc.,"667, Fuhsing 3rd Road, Hwa Ya Technology Park, Guishan Township, Taoyuan, Taiwan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Minebea Co., Ltd.","No. 5202, Lianxi Road, Jinze Town, Qingpu District, Shanghai, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Minebea Co., Ltd.","No. 1, Tongsheng Road, Suzhou Industrial Park, Suzhou, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Minebea Co., Ltd.","Ban Wa Hi-Tech Industrial Estate, 92 Moo 1, Tambon Banlen, Bang Pa-In, Ayutthaya, Thailand",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Minebea Co., Ltd.","5/2 Moo 8, Phaholyothin Road, Km.149 Tambon Nikhom Sang Ton-Eng, Amphoe Muang, Muang Lopburi, Lopburi, Thailand",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Mitsumi Electric Co., Ltd.","1007-39, Izumisawa, Chitose, Hokkaido, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Mitsumi Electric Co., Ltd.","MRI Special Economic Zone, Sabang, Danao, Cebu, Philippines",2017,True,2016-01-01,2016-12-31
Apple Inc.,Molex Inc.,"27 Guangshun Street,Dalian Economic and Technical Development Zone, Dalian, Liaoning, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Molex Inc.,"No. 889, Yinglun Road, Waigaoqiao Free Trade Zone, Shanghai, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,Molex Inc.,"1351-2 Sumiyoshi, Yoshida, Haibara-gun, Shizuoka, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Molex Inc.,"3949-3 Kawanishi, Kanoya, Kagoshima, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,Molex Inc.,"2607 Jalan Perusahaan Kawasan Perindustrian, Perai, Penang, Malaysia",2017,True,2016-01-01,2016-12-31
Apple Inc.,Molex Inc.,"Calzada Industrial Nuevo Nogales #1115, Nogales, Sonora, Mexico",2017,True,2016-01-01,2016-12-31
Apple Inc.,Molex Inc.,"No. 110, International Road, Jurong Town, Singapore",2017,True,2016-01-01,2016-12-31
Apple Inc.,Molex Inc.,"700 Kingbird Road, Lincoln, Nebraska, United States",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","5 F, Bldg H-5, Long Hu Processing District, Shantou, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","15 Cuijing Road, Shenzhen Grand Industrial Zone, Pingshan New District, Shenzhen, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","No. 6, Xingchuang 1st Road, Wuxi Export Processing Zone B Zone, Wuxi, Jiangsu, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","Lishan Village, Qianwu Town, Doumen, Zhuhai, Guangdong, China",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","JI. Maligi VIII Lot S-4, Kawasan Industri KIIC, Desa Margakaya, Kecamatan Teluk Jambe, Barat Karawang, Kabupaten Bekasi, Jawa Barat, Indonesia",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","10-28, Hananomori 2-chome, Awara, Fukui, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","1020, Takibe, Toyoshina, Azumino, Nagano, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","1,13-go, Okamotocho, Echizen, Fukui, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","52, Yanagibashi, Yanagibashimachi, Hakui, Ishikawa, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","Chi-18, Sodanimachi, Hakusan, Ishikawa, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","4-1, Higashiokino 4-chome, Higashiomi, Shiga, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","2308, Kaminaoe, Hikawa-cho, Hikawa-gun, Shimane, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","Chi-53, Ohmachi, Anamizu-Machi, Housu, Ishikawa, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","190, Kashiwagi, Komoro, Nagano, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","Ozowara, Echizen-cho, Nyu-gun, Fukui, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","2-82, 1-chome, Miyukicho, Sabae, Fukui, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","77, Fukumoto, Oku-cho, Setouchi, Okayama, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","11-1, Nakae 4-chome, Sanuma, Hasama-cho, Tome, Miyagi, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","345, Uwano, Toyama, Japan",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","Plot 15, Bemban Industrial Park Jalan Bemban, Batu Gajah, Perak, Malaysia",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","Lo A1 Hoa Khanh Inductrial Zone, Lien Chieu District, Da Nang, Vietnam",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","No. 6, 9 A Road, Bien Hoa Industrial Zone No. 2, Dong Nai, Vietnam",2017,True,2016-01-01,2016-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd.","1-3 Thang Long Industrial Park, Dong Anh District, Hanoi, Vietnam",2017,True,2016-01-01,2016-12-31
